ESQUINA,COLONIA,ALCALDIA,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,geopoint,TIPO DE POSTE,ESTATUS CONECTIVIDAD,INCREMENTO 100 Mbps
EJE 2 SUR DR. OLVERA,DOCTORES,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,-99.146639,19.415472,"19.415472,-99.146639",9m,WIFI GRATUITO_ACTIVO,SI
PRIV. DR. MARQUEZ,DOCTORES,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,-99.150614,19.408062,"19.408062,-99.150614",9m,WIFI GRATUITO_ACTIVO,SI
AV. MEXICO NORTE,PUEBLO VILLA MILPA ALTA,MILPA ALTA,CON BOTON,CON ALTAVOZ,-99.023824,19.191043,"19.191043,-99.023824",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. MANUEL ALTAMIRANO Y C. CUAUHTEMOC,BARRIO OCOTITLA,MILPA ALTA,CON BOTON,CON ALTAVOZ,-99.049844,19.200606,"19.200606,-99.049844",9m,WIFI GRATUITO_ACTIVO,SI
AV. JOSE LORETO FABELA,PUEBLO SAN JUAN DE ARAGON,GUSTAVO A. MADERO,SIN BOTON,SIN ALTAVOZ,-99.079631,19.470659,"19.470659,-99.079631",9m,WIFI GRATUITO_ACTIVO,SI
ANTONIO CASO,ZONA ESCOLAR,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.150035,19.540515,"19.540515,-99.150035",9m,WIFI GRATUITO_ACTIVO,SI
RAUL HELMER,EL TEPETATAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.139141,19.565388,"19.565388,-99.139141",9m,WIFI GRATUITO_ACTIVO,SI
AV. GUADALUPE VICTORIA,CUAUTEPEC DE MADERO BARRIO BAJO,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.137983,19.544135,"19.544135,-99.137983",9m,WIFI GRATUITO_ACTIVO,SI
BUOLEVARD  DEL TEMOLUCO,ACUEDUCTO DE GUADALUPE,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.148762,19.525019,"19.525019,-99.148762",9m,WIFI GRATUITO_ACTIVO,SI
C. OAXACA,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.152238,19.551754,"19.551754,-99.152238",9m,WIFI GRATUITO_ACTIVO,SI
EJE 5 NORTE AV 412,U.H. SAN JUAN DE ARAGON VI SECCION,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.062513,19.462717,"19.462717,-99.062513",9m,WIFI GRATUITO_ACTIVO,SI
NORTE 1 H,GUADALUPE VICTORIA ll,GUSTAVO A. MADERO,SIN BOTON,CON ALTAVOZ,-99.141817,19.472307,"19.472307,-99.141817",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. 535 Y JOSE LORETO FABELA,PUEBLO DE SAN JUAN DE ARAGON,GUSTAVO A. MADERO,SIN BOTON,CON ALTAVOZ,-99.083816,19.464382,"19.464382,-99.083816",9m,WIFI GRATUITO_ACTIVO,SI
AV. JOSE LORETO FABELA,U.H. SAN JUAN DE ARAGON II SECCION,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.078982,19.455645,"19.455645,-99.078982",9m,WIFI GRATUITO_ACTIVO,SI
C. PONIENTE 116,PANAMERICANA,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.14584,19.479789,"19.479789,-99.14584",9m,WIFI GRATUITO_ACTIVO,SI
AV. LA VICTORIA,INDUSTRIAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.129211,19.475785,"19.475785,-99.129211",9m,WIFI GRATUITO_ACTIVO,SI
C. 661,U. H. NARCISO BASSOLS,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.058001,19.455045,"19.455045,-99.058001",9m,WIFI GRATUITO_ACTIVO,SI
C. 541,U. H. SAN JUAN DE ARAGON 2da SECC.,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.088289,19.453432,"19.453432,-99.088289",9m,WIFI GRATUITO_ACTIVO,SI
C. PUERTO COATZACOALCOS,AMPLIACION CASAS ALEMAN,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.087603,19.48118,"19.48118,-99.087603",9m,WIFI GRATUITO_ACTIVO,SI
C. PUERTO DE GUAYMAS,EL OLIVO,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.08736,19.472644,"19.472644,-99.08736",9m,WIFI GRATUITO_ACTIVO,SI
1RA. PRIV. AV. 603,U. H. SAN JUAN DE ARAGON 3a.SECC.,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.068915,19.452809,"19.452809,-99.068915",9m,WIFI GRATUITO_ACTIVO,SI
PRIV INDEPENDENCIA,SAN NICOLAS TOTOLAPAN,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.245311,19.297261,"19.297261,-99.245311",9m,WIFI GRATUITO_ACTIVO,SI
C. PLAYA ICACOS,UNIDAD SANTIAGO,IZTACALCO,SIN BOTON,CON ALTAVOZ,-99.122262,19.387071,"19.387071,-99.122262",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE CALZ. SANTA ANITA Y C. CORUÑA,VIADUCTO PIEDAD,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.129145,19.399666,"19.399666,-99.129145",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE EJE 5 SUR (PLAYA VILLA DEL MAR),MILITAR MARTE,IZTACALCO,SIN BOTON,SIN ALTAVOZ,-99.134626,19.380592,"19.380592,-99.134626",9m,WIFI GRATUITO_ACTIVO,SI
C. SANTOS DEGOLLADO,CAMP. 2 DE OCTUBRE,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.113341,19.383789,"19.383789,-99.113341",9m,WIFI GRATUITO_ACTIVO,SI
C. SAN MATIAS,BARRIO SAN MIGUEL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.119887,19.391655,"19.391655,-99.119887",9m,WIFI GRATUITO_ACTIVO,SI
EJE 2 OTE. CONGRESO DE LA UNION,SANTA ANITA,IZTACALCO,SIN BOTON,CON ALTAVOZ,-99.12185,19.399498,"19.399498,-99.12185",9m,WIFI GRATUITO_ACTIVO,SI
AV. CANAL DE APATLACO,CAMP. 2 DE OCTUBRE,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.118851,19.382311,"19.382311,-99.118851",9m,WIFI GRATUITO_ACTIVO,SI
ESQ.: SUR 183,GABRIEL RAMOS MILLAN SECC. CUCHILLA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.091502,19.389514,"19.389514,-99.091502",9m,WIFI GRATUITO_ACTIVO,SI
C. CAFETAL,GRANJAS MEXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.113479,19.400816,"19.400816,-99.113479",9m,WIFI GRATUITO_ACTIVO,SI
C. CENTENO,GRANJAS MEXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.096865,19.399256,"19.399256,-99.096865",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. GUADALUPE Y C. UNION,PANTITLAN (AGRICOLA PANTITLAN),IZTACALCO,CON BOTON,CON ALTAVOZ,-99.05865,19.414907,"19.414907,-99.05865",9m,WIFI GRATUITO_ACTIVO,SI
AV. SUR 12,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.061001,19.395386,"19.395386,-99.061001",9m,WIFI GRATUITO_ACTIVO,SI
C. DOS,PANTITLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.066517,19.413485,"19.413485,-99.066517",9m,WIFI GRATUITO_ACTIVO,SI
AV. SUR 12,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.070178,19.396971,"19.396971,-99.070178",9m,WIFI GRATUITO_ACTIVO,SI
C. CULTIVOS (C. CAMPESINOS),PROGRESO SUR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.111544,19.353893,"19.353893,-99.111544",9m,WIFI GRATUITO_ACTIVO,SI
C. FRANCISCO I: MADERO,PUEBLO LOS REYES CULHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.109264,19.345255,"19.345255,-99.109264",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 12,GRANJAS SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.103521,19.368224,"19.368224,-99.103521",9m,WIFI GRATUITO_ACTIVO,SI
C. LEÑADORES,GRANJAS ESMERALDA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.119215,19.354383,"19.354383,-99.119215",9m,WIFI GRATUITO_ACTIVO,SI
C. RAFAEL CURIEL,CONSTITUCION DE 1917,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.066141,19.349711,"19.349711,-99.066141",9m,WIFI GRATUITO_ACTIVO,SI
CJON. TOLTECAS,GRANJAS SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.104629,19.359062,"19.359062,-99.104629",9m,WIFI GRATUITO_ACTIVO,SI
C. IGNACIO COMONFORT,BARRIO SAN LUCAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.094536,19.35893,"19.35893,-99.094536",9m,WIFI GRATUITO_ACTIVO,SI
C. 4 DE MARZO 1929,LA PURISIMA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.072446,19.354704,"19.354704,-99.072446",9m,WIFI GRATUITO_ACTIVO,SI
AV. LEYES DE REFORMA,LEYES DE REFORMA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.069677,19.377411,"19.377411,-99.069677",9m,WIFI GRATUITO_ACTIVO,SI
C. 1 RICARDO JAIMES,UNIDAD VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.059593,19.361718,"19.361718,-99.059593",9m,WIFI GRATUITO_ACTIVO,SI
C. LA TURBA,EL ROSARIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.063481,19.305507,"19.305507,-99.063481",9m,WIFI GRATUITO_ACTIVO,SI
CTO. RIO MIXTECO,CONJUNTO HAB. REAL DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.081267,19.385334,"19.385334,-99.081267",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE 4 GUADALUPE MAGAÑA Y 4 JM RODRIGUEZ,VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.059903,19.356609,"19.356609,-99.059903",9m,WIFI GRATUITO_ACTIVO,SI
C. ARIEL,SIDERAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.064584,19.374861,"19.374861,-99.064584",9m,WIFI GRATUITO_ACTIVO,SI
CIRCUITO INTERIOR AV. RIO CHURUBUSCO,UNIDAD MODELO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.127693,19.363774,"19.363774,-99.127693",9m,WIFI GRATUITO_ACTIVO,SI
AV. MEXICO,SANTA MARIA AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.02203,19.357857,"19.357857,-99.02203",9m,WIFI GRATUITO_ACTIVO,SI
PRIV. SAN PEDRO (CDA. CLAVELES),MONTE ALBAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.023924,19.35566,"19.35566,-99.023924",9m,WIFI GRATUITO_ACTIVO,SI
20 DE NOVIEMBRE (AV. 2 DE NOVIEMBRE),Z.U.E. STA. MA. AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.031194,19.355747,"19.355747,-99.031194",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. CENTRAL Y AV. TELECOMUNICACIONES,U. H. EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.052356,19.382237,"19.382237,-99.052356",9m,WIFI GRATUITO_ACTIVO,SI
ESQ. ELISA ACUÑA ROSETE,AMPLIACION STA. MARTHA ACATITLA NORTE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.018522,19.378358,"19.378358,-99.018522",9m,WIFI GRATUITO_ACTIVO,SI
ESQ. 5TA. CDA. JUAN DE ENRÍQUEZ,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.032455,19.387837,"19.387837,-99.032455",9m,WIFI GRATUITO_ACTIVO,SI
C. JUSTINA,PUEBLO SAN LORENZO XICOTENCATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.02926,19.381873,"19.381873,-99.02926",9m,WIFI GRATUITO_ACTIVO,SI
ESQ. CORONEL LINO MERINO,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.041329,19.390593,"19.390593,-99.041329",9m,WIFI GRATUITO_ACTIVO,SI
ESQ. LINO MERINO,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.047897,19.394309,"19.394309,-99.047897",9m,WIFI GRATUITO_ACTIVO,SI
C. CONGRESO DE CHILPANCINGO SUR,U. H. ERMITA ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.002217,19.3668,"19.3668,-99.002217",9m,WIFI GRATUITO_ACTIVO,SI
2DO. AND. DE APATZINGAN,U. H. ERMITA ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.993024,19.366721,"19.366721,-98.993024",9m,WIFI GRATUITO_ACTIVO,SI
C. MIGUEL HIDALGO,Z.U.STA. MARIA AZTAHUACAN,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.03745,19.353132,"19.353132,-99.03745",9m,WIFI GRATUITO_ACTIVO,SI
C. BRIGADA CARBAJAL,U. H. EJERCITO DE ORIENTE SECC. I,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.027569,19.36992,"19.36992,-99.027569",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA YUCATAN,SAN SEBASTIAN TECOLOXTITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.019456,19.360661,"19.360661,-99.019456",9m,WIFI GRATUITO_ACTIVO,SI
C. PORFIRIO DIAZ,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.010146,19.362162,"19.362162,-99.010146",9m,WIFI GRATUITO_ACTIVO,SI
C. COLIMA,SAN SEBASTIAN TECOLOXTITLAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.018548,19.363389,"19.363389,-99.018548",9m,WIFI GRATUITO_ACTIVO,SI
C. 22,JOSE LOPEZ PORTILLO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.082209,19.303334,"19.303334,-99.082209",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 1,BARRIO SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.07081,19.310096,"19.310096,-99.07081",9m,WIFI GRATUITO_ACTIVO,SI
C. JOSE MARIA GALVEZ,U.H.E.O II INDECO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.037258,19.379912,"19.379912,-99.037258",9m,WIFI GRATUITO_ACTIVO,SI
AV. INSURGENTES (C. CELAYA),ROMA NORTE,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,-99.165841,19.413779,"19.413779,-99.165841",9m,WIFI GRATUITO_ACTIVO,SI
C. COAHUILA (AV. MICHOACÁN),ROMA NORTE,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,-99.166886,19.410518,"19.410518,-99.166886",9m,WIFI GRATUITO_ACTIVO,SI
C. VISTA HERMOSA,LOMAS DE SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.064596,19.318814,"19.318814,-99.064596",9m,WIFI GRATUITO_ACTIVO,SI
AV. JOSE CLEMENTE OROZCO (AV. LAS TORRES),BARRIO DE GUADALUPE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.07381,19.31127,"19.31127,-99.07381",9m,WIFI GRATUITO_ACTIVO,SI
AV. TLAHUAC,SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.066672,19.306947,"19.306947,-99.066672",9m,WIFI GRATUITO_ACTIVO,SI
C. UNION DE COLONOS,SAN MIGUEL TEOTONGO SECC. LAS TORRES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.989944,19.347487,"19.347487,-98.989944",9m,WIFI GRATUITO_ACTIVO,SI
C. CUAUHTEMOC,PANTEON CIVIL DE IZTAPALAPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.099492,19.344346,"19.344346,-99.099492",9m,WIFI GRATUITO_ACTIVO,SI
C. ALTAMIRANO,SAN MIGUEL TEOTONGO SECC. LAS TORRES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.989933,19.348486,"19.348486,-98.989933",9m,WIFI GRATUITO_ACTIVO,SI
C. IZTACCIHUATL,HIPODROMO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,-99.167978,19.40815,"19.40815,-99.167978",9m,WIFI GRATUITO_ACTIVO,SI
ANTIGUO CAMINO A CULHUACAN,SANTA ISABEL INDUSTRIAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.103075,19.351868,"19.351868,-99.103075",9m,WIFI GRATUITO_ACTIVO,SI
C. MANGO,XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.017871,19.339575,"19.339575,-99.017871",9m,WIFI GRATUITO_ACTIVO,SI
1A. CDA. DE PALMAS,XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.018662,19.336417,"19.336417,-99.018662",9m,WIFI GRATUITO_ACTIVO,SI
C. CENTENO,TENORIOS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.019574,19.329498,"19.329498,-99.019574",9m,WIFI GRATUITO_ACTIVO,SI
C. NISPERO ANTES C. VICENTE SUAREZ,MIGUEL DE LA MADRID HURTADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.005127,19.342439,"19.342439,-99.005127",9m,WIFI GRATUITO_ACTIVO,SI
C. MONTE BELLO (C. 16 DE SEPTIEMBRE),IXTLAHUACAN (MIGUEL DE LA MADRID HURTADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.999079,19.342283,"19.342283,-98.999079",9m,WIFI GRATUITO_ACTIVO,SI
CDA. PINOS,CITLALI,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.023384,19.342459,"19.342459,-99.023384",9m,WIFI GRATUITO_ACTIVO,SI
C. ENCINO,CITLALLI,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.022698,19.341854,"19.341854,-99.022698",9m,WIFI GRATUITO_ACTIVO,SI
C. NOGAL,EL POTRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.97598,19.330822,"19.330822,-98.97598",9m,WIFI GRATUITO_ACTIVO,SI
C. CORONEL LINO MERINO,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.034595,19.386764,"19.386764,-99.034595",9m,WIFI GRATUITO_ACTIVO,SI
C. ALAMO,PALMITAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.025741,19.333121,"19.333121,-99.025741",9m,WIFI GRATUITO_ACTIVO,SI
C. LA PERAZ,POTRERILLO,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.252855,19.306891,"19.306891,-99.252855",9m,WIFI GRATUITO_ACTIVO,SI
C. EMILIANO ZAPATA,VISTAHERMOSA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.256476,19.313569,"19.313569,-99.256476",9m,WIFI GRATUITO_ACTIVO,SI
C. SONORA,HEROES DE PADIERNA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.226659,19.315138,"19.315138,-99.226659",9m,WIFI GRATUITO_ACTIVO,SI
CDA. EMPERADOR,HUAYATLA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.267266,19.305696,"19.305696,-99.267266",9m,WIFI GRATUITO_ACTIVO,SI
C. FRANCISCO SARABIA,LA GUADALUPE,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.233585,19.30589,"19.30589,-99.233585",9m,WIFI GRATUITO_ACTIVO,SI
C. LAGO CANEGUIN,ARGENTINA ANTIGUA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.20673,19.455603,"19.455603,-99.20673",9m,WIFI GRATUITO_ACTIVO,SI
C. LAGO ONTARIO,TACUBA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.192214,19.454724,"19.454724,-99.192214",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. GOLFO DE VIZCAYA Y C. FELIPE CARRILLO PUERTO,TACUBA,MIGUEL HIDALGO,SIN BOTON,CON ALTAVOZ,-99.186455,19.453277,"19.453277,-99.186455",9m,WIFI GRATUITO_ACTIVO,SI
C. VIOLETA,SANTA CRUCITA,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.101172,19.262018,"19.262018,-99.101172",9m,WIFI GRATUITO_ACTIVO,SI
GOLFO SAN LORENZO,TACUBA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.191555,19.454496,"19.454496,-99.191555",9m,WIFI GRATUITO_ACTIVO,SI
C. LAGUNA DE MAYRAN,MODELO PENSIL,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.190914,19.442655,"19.442655,-99.190914",9m,WIFI GRATUITO_ACTIVO,SI
C. TIZOC,TLAXPANA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.169718,19.438751,"19.438751,-99.169718",9m,WIFI GRATUITO_ACTIVO,SI
C. LAGO GASCASONICA,TACUBA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.188628,19.46033,"19.46033,-99.188628",9m,WIFI GRATUITO_ACTIVO,SI
C. MAR DE ARAFURA,NEXTITLA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.176701,19.453811,"19.453811,-99.176701",9m,WIFI GRATUITO_ACTIVO,SI
AV. CUITLAHUAC,POPOTLA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.179881,19.457489,"19.457489,-99.179881",9m,WIFI GRATUITO_ACTIVO,SI
C. JOSE PARRES,UN HOGAR PARA NOSOTROS,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.170686,19.449933,"19.449933,-99.170686",9m,WIFI GRATUITO_ACTIVO,SI
AV. LOMAS DE SOTELO,LOMA HERMOSA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.215619,19.444622,"19.444622,-99.215619",9m,WIFI GRATUITO_ACTIVO,SI
C. PRESA SALINILLA,LOMA HERMOSA,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.212289,19.446001,"19.446001,-99.212289",9m,WIFI GRATUITO_ACTIVO,SI
F RAMIREZ,BOSQUE DECHAPULTEPEC 1a SECC.,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.192332,19.411904,"19.411904,-99.192332",9m,WIFI GRATUITO_ACTIVO,SI
C. PROSPERIDAD,ESCANDON,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.175463,19.401487,"19.401487,-99.175463",9m,WIFI GRATUITO_ACTIVO,SI
C. NOPALTZIN,ANAHUAC,MIGUEL HIDALGO,SIN BOTON,CON ALTAVOZ,-99.170739,19.443853,"19.443853,-99.170739",9m,WIFI GRATUITO_ACTIVO,SI
C. J. MA. AGREDA Y SANCHEZ,TRANSITO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,-99.12802,19.415612,"19.415612,-99.12802",9m,WIFI GRATUITO_ACTIVO,SI
C. GOB. RAFAEL REBOLLAR,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,-99.187368,19.407805,"19.407805,-99.187368",9m,WIFI GRATUITO_ACTIVO,SI
C. XOMPOL,PEDREGAL DE PEÑA COTITLA,XOCHIMILCO,SIN BOTON,CON ALTAVOZ,-99.128259,19.212833,"19.212833,-99.128259",9m,WIFI GRATUITO_ACTIVO,SI
C. PLAZA CANTARITOS,DR. ALFONSO ORTIZ TIRADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.079819,19.387554,"19.387554,-99.079819",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. MORELOS Y AV. HIDALGO SUR,PUEBLO SAN ANTONIO TECOMITL,MILPA ALTA,CON BOTON,CON ALTAVOZ,-98.993288,19.217018,"19.217018,-98.993288",9m,WIFI GRATUITO_ACTIVO,SI
C. XACALIPA,PUEBLO SAN FRANCISCO TECOXPA,MILPA ALTA,CON BOTON,CON ALTAVOZ,-99.002106,19.194401,"19.194401,-99.002106",9m,WIFI GRATUITO_ACTIVO,SI
CAMINO A SAN BARTOLOME XICOMULCO,PUEBLO SN. PEDRO ATOCPAN,MILPA ALTA,SIN BOTON,CON ALTAVOZ,-99.050619,19.205199,"19.205199,-99.050619",9m,WIFI GRATUITO_ACTIVO,SI
C. MAR DEL NECTAR,EL TRIANGULO TLALTENCO,TLAHUAC,CON BOTON,CON ALTAVOZ,-99.012591,19.28319,"19.28319,-99.012591",9m,WIFI GRATUITO_ACTIVO,SI
C. JACOBO DE LIEJA,AGRICOLA METROPOLITANA,TLAHUAC,CON BOTON,CON ALTAVOZ,-99.053333,19.290462,"19.290462,-99.053333",9m,WIFI GRATUITO_ACTIVO,SI
C. JAVIER MINA,BARRIO LA ASUNCION,TLAHUAC,SIN BOTON,SIN ALTAVOZ,-99.006561,19.271826,"19.271826,-99.006561",9m,WIFI GRATUITO_ACTIVO,SI
C. IGNACIO MOLINA,"LA CONCHITA ""B""",TLAHUAC,CON BOTON,CON ALTAVOZ,-99.034559,19.288591,"19.288591,-99.034559",9m,WIFI GRATUITO_ACTIVO,SI
C. 20 DE NOVIEMBRE,SAN NICOLAS TETELCO,TLAHUAC,CON BOTON,CON ALTAVOZ,-98.974436,19.214488,"19.214488,-98.974436",9m,WIFI GRATUITO_ACTIVO,SI
C. CERRO NEGRO,CRUZ DEL FAROL,TLALPAN,CON BOTON,CON ALTAVOZ,-99.211526,19.268842,"19.268842,-99.211526",9m,WIFI GRATUITO_ACTIVO,SI
C. TIJERA,2 DE OCTUBRE,TLALPAN,CON BOTON,CON ALTAVOZ,-99.23039,19.272884,"19.272884,-99.23039",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. PETO Y C. TEPEKAN,CULTURA MAYA,TLALPAN,CON BOTON,CON ALTAVOZ,-99.222273,19.274371,"19.274371,-99.222273",9m,WIFI GRATUITO_ACTIVO,SI
C. HOMUN,PEDREGAL DE SAN NICOLAS,TLALPAN,CON BOTON,SIN ALTAVOZ,-99.232658,19.283918,"19.283918,-99.232658",9m,WIFI GRATUITO_ACTIVO,SI
CTO. AV. ACOXPA,VILLA COAPA (U. H. NARCISO MENDOZA),TLALPAN,CON BOTON,CON ALTAVOZ,-99.121175,19.292613,"19.292613,-99.121175",9m,WIFI GRATUITO_ACTIVO,SI
C. CLUB DEPORTIVO AMERICA,LAZARO CARDENAS,TLALPAN,CON BOTON,CON ALTAVOZ,-99.140392,19.297648,"19.297648,-99.140392",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 103,AERONAUTICA MILITAR,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,-99.116335,19.425001,"19.425001,-99.116335",9m,WIFI GRATUITO_ACTIVO,SI
CTO. STAND DE TIRO,EL PARQUE,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,-99.119431,19.423099,"19.423099,-99.119431",9m,WIFI GRATUITO_ACTIVO,SI
